iter	Accuracy	Logloss
0	0.6970486111	0.692970019
1	0.6987847222	0.6927733873
2	0.6970486111	0.6925626841
3	0.6961805556	0.6923690214
4	0.6953125	0.692181643
5	0.6953125	0.6920017666
6	0.6953125	0.691804689
7	0.6953125	0.6916156341
8	0.6953125	0.6914248215
9	0.6953125	0.6912195676
10	0.6953125	0.6910314772
11	0.6953125	0.6908548746
12	0.6953125	0.6906831443
13	0.6953125	0.6904805616
14	0.6953125	0.6903026071
15	0.6953125	0.6901218096
