iter	Accuracy	Logloss
0	0.6970486111	0.6929663415
1	0.6987847222	0.6927766278
2	0.6979166667	0.6925866994
3	0.6979166667	0.6923991607
4	0.6970486111	0.6922127689
5	0.6961805556	0.6920214219
6	0.6953125	0.6918342775
7	0.6953125	0.6916432846
8	0.6953125	0.6914455441
9	0.6953125	0.6912529751
10	0.6953125	0.6910624557
11	0.6953125	0.6908883822
12	0.6953125	0.6907085802
13	0.6953125	0.6905116524
14	0.6953125	0.6903290434
15	0.6953125	0.6901354561
