iter	Accuracy	Logloss
0	0.6987847222	0.6929566054
1	0.703125	0.6927638366
2	0.7022569444	0.6925792453
3	0.6970486111	0.6923592346
4	0.6961805556	0.6921678902
5	0.6970486111	0.6919856861
6	0.6953125	0.6917885235
7	0.6953125	0.6915988006
8	0.6953125	0.6914052007
9	0.6953125	0.691203848
10	0.6953125	0.6910127573
11	0.6953125	0.6908361042
12	0.6953125	0.690664355
13	0.6953125	0.6904626509
14	0.6953125	0.6902830707
15	0.6953125	0.6900977485
16	0.6953125	0.6898943358
17	0.6953125	0.6897166687
