iter	Accuracy	Logloss
0	0.6970486111	0.6929520147
1	0.6987847222	0.6927554069
2	0.6979166667	0.6925507269
3	0.6970486111	0.6923496102
4	0.6953125	0.6921463251
5	0.6953125	0.6919664093
6	0.6953125	0.691778562
7	0.6953125	0.6915844175
8	0.6953125	0.6913972778
9	0.6953125	0.6912015025
10	0.6953125	0.6909937465
11	0.6953125	0.6908048051
12	0.6953125	0.6906277082
13	0.6953125	0.6904252381
14	0.6953125	0.6902331028
15	0.6953125	0.6900408653
16	0.6953125	0.6898531253
